起点id,终点id,序号,起点,终点,路径,长度/m
43475,43473,1,5,61,"5,b,61",987
43475,43473,2,5,61,"5,6,61",1014
43475,43473,3,5,61,"5,6,62,c,61",1569
43475,43473,4,5,61,"5,6,62,6,61",1704
43467,43476,1,1,61,"1,f,e,d,61",1833
43467,43476,2,1,61,"1,f,e,c,61",2035
43467,43476,3,1,61,"1,2,a,b,61",2053
43467,43476,4,1,61,"1,f,e,f,e,d,61",2093
43476,43470,1,2,61,"2,a,b,61",1327
43476,43470,2,2,61,"2,f,e,d,61",1463
43476,43470,3,2,61,"2,a,d,61",1536
43476,43470,4,2,61,"2,f,e,c,61",1665
43470,43477,1,2,61,"2,a,b,61",1327
43470,43477,2,2,61,"2,f,e,d,61",1463
43470,43477,3,2,61,"2,a,d,61",1536
43470,43477,4,2,61,"2,f,e,c,61",1665
43478,43479,1,61,62,"61,c,62",790
43478,43479,2,61,62,"61,6,62",925
43478,43479,3,61,62,"61,b,5,6,62",1766
43478,43479,4,61,62,"61,6,5,6,62",1793
43482,43480,1,5,62,"5,6,62",779
43482,43480,2,5,62,"5,b,61,c,62",1777
43482,43480,3,5,62,"5,6,61,c,62",1804
43482,43480,4,5,62,"5,b,61,6,62",1912
43489,43491,1,1,61,"1,f,e,d,61",1833
43489,43491,2,1,61,"1,f,e,c,61",2035
43489,43491,3,1,61,"1,2,a,b,61",2053
43489,43491,4,1,61,"1,f,e,f,e,d,61",2093
43505,43496,1,1,62,"1,f,e,c,62",2425
43505,43496,2,1,62,"1,f,e,d,61,c,62",2623
43505,43496,3,1,62,"1,f,e,f,e,c,62",2685
43505,43496,4,1,62,"1,f,e,d,61,6,62",2758
43501,43504,1,2,61,"2,a,b,61",1327
43501,43504,2,2,61,"2,f,e,d,61",1463
43501,43504,3,2,61,"2,a,d,61",1536
43501,43504,4,2,61,"2,f,e,c,61",1665
43504,43507,1,61,62,"61,c,62",790
43504,43507,2,61,62,"61,6,62",925
43504,43507,3,61,62,"61,b,5,6,62",1766
43504,43507,4,61,62,"61,6,5,6,62",1793
43514,43518,1,2,61,"2,a,b,61",1327
43514,43518,2,2,61,"2,f,e,d,61",1463
43514,43518,3,2,61,"2,a,d,61",1536
43514,43518,4,2,61,"2,f,e,c,61",1665
43521,43520,1,61,62,"61,c,62",790
43521,43520,2,61,62,"61,6,62",925
43521,43520,3,61,62,"61,b,5,6,62",1766
43521,43520,4,61,62,"61,6,5,6,62",1793
43531,43532,1,2,5,"2,a,b,5",1380
43531,43532,2,2,5,"2,a,b,61,b,5",2314
43531,43532,3,2,5,"2,a,b,61,6,5",2341
43531,43532,4,2,5,"2,a,b,a,b,5",2380
43558,43557,1,61,62,"61,c,62",790
43558,43557,2,61,62,"61,6,62",925
43558,43557,3,61,62,"61,b,5,6,62",1766
43558,43557,4,61,62,"61,6,5,6,62",1793
43560,43561,1,5,61,"5,b,61",987
43560,43561,2,5,61,"5,6,61",1014
43560,43561,3,5,61,"5,6,62,c,61",1569
43560,43561,4,5,61,"5,6,62,6,61",1704
43564,43562,1,5,61,"5,b,61",987
43564,43562,2,5,61,"5,6,61",1014
43564,43562,3,5,61,"5,6,62,c,61",1569
43564,43562,4,5,61,"5,6,62,6,61",1704
43568,43570,1,1,61,"1,f,e,d,61",1833
43568,43570,2,1,61,"1,f,e,c,61",2035
43568,43570,3,1,61,"1,2,a,b,61",2053
43568,43570,4,1,61,"1,f,e,f,e,d,61",2093
43582,43578,1,2,5,"2,a,b,5",1380
43582,43578,2,2,5,"2,a,b,61,b,5",2314
43582,43578,3,2,5,"2,a,b,61,6,5",2341
43582,43578,4,2,5,"2,a,b,a,b,5",2380
43583,43587,1,1,61,"1,f,e,d,61",1833
43583,43587,2,1,61,"1,f,e,c,61",2035
43583,43587,3,1,61,"1,2,a,b,61",2053
43583,43587,4,1,61,"1,f,e,f,e,d,61",2093
43587,43585,1,5,61,"5,b,61",987
43587,43585,2,5,61,"5,6,61",1014
43587,43585,3,5,61,"5,6,62,c,61",1569
43587,43585,4,5,61,"5,6,62,6,61",1704
43590,43589,1,61,62,"61,c,62",790
43590,43589,2,61,62,"61,6,62",925
43590,43589,3,61,62,"61,b,5,6,62",1766
43590,43589,4,61,62,"61,6,5,6,62",1793
43597,43591,1,1,61,"1,f,e,d,61",1833
43597,43591,2,1,61,"1,f,e,c,61",2035
43597,43591,3,1,61,"1,2,a,b,61",2053
43597,43591,4,1,61,"1,f,e,f,e,d,61",2093
43608,43603,1,1,61,"1,f,e,d,61",1833
43608,43603,2,1,61,"1,f,e,c,61",2035
43608,43603,3,1,61,"1,2,a,b,61",2053
43608,43603,4,1,61,"1,f,e,f,e,d,61",2093
43615,43612,1,1,62,"1,f,e,c,62",2425
43615,43612,2,1,62,"1,f,e,d,61,c,62",2623
43615,43612,3,1,62,"1,f,e,f,e,c,62",2685
43615,43612,4,1,62,"1,f,e,d,61,6,62",2758
43621,43618,1,2,5,"2,a,b,5",1380
43621,43618,2,2,5,"2,a,b,61,b,5",2314
43621,43618,3,2,5,"2,a,b,61,6,5",2341
43621,43618,4,2,5,"2,a,b,a,b,5",2380
43619,43622,1,2,5,"2,a,b,5",1380
43619,43622,2,2,5,"2,a,b,61,b,5",2314
43619,43622,3,2,5,"2,a,b,61,6,5",2341
43619,43622,4,2,5,"2,a,b,a,b,5",2380
43620,43624,1,2,5,"2,a,b,5",1380
43620,43624,2,2,5,"2,a,b,61,b,5",2314
43620,43624,3,2,5,"2,a,b,61,6,5",2341
43620,43624,4,2,5,"2,a,b,a,b,5",2380
43628,43627,1,61,62,"61,c,62",790
43628,43627,2,61,62,"61,6,62",925
43628,43627,3,61,62,"61,b,5,6,62",1766
43628,43627,4,61,62,"61,6,5,6,62",1793
43627,43625,1,2,61,"2,a,b,61",1327
43627,43625,2,2,61,"2,f,e,d,61",1463
43627,43625,3,2,61,"2,a,d,61",1536
43627,43625,4,2,61,"2,f,e,c,61",1665
43640,43636,1,1,62,"1,f,e,c,62",2425
43640,43636,2,1,62,"1,f,e,d,61,c,62",2623
43640,43636,3,1,62,"1,f,e,f,e,c,62",2685
43640,43636,4,1,62,"1,f,e,d,61,6,62",2758
43642,43641,1,61,62,"61,c,62",790
43642,43641,2,61,62,"61,6,62",925
43642,43641,3,61,62,"61,b,5,6,62",1766
43642,43641,4,61,62,"61,6,5,6,62",1793
43651,43648,1,2,62,"2,f,e,c,62",2055
43651,43648,2,2,62,"2,a,b,61,c,62",2117
43651,43648,3,2,62,"2,a,b,5,6,62",2159
43651,43648,4,2,62,"2,a,b,61,6,62",2252
43663,43665,1,61,62,"61,c,62",790
43663,43665,2,61,62,"61,6,62",925
43663,43665,3,61,62,"61,b,5,6,62",1766
43663,43665,4,61,62,"61,6,5,6,62",1793
43671,43670,1,2,5,"2,a,b,5",1380
43671,43670,2,2,5,"2,a,b,61,b,5",2314
43671,43670,3,2,5,"2,a,b,61,6,5",2341
43671,43670,4,2,5,"2,a,b,a,b,5",2380
43680,43675,1,12,2,"12,1,2",1477
43680,43675,2,12,2,"12,1,f,2",2231
43680,43675,3,12,2,"12,1,f,e,f,2",2491
43680,43675,4,12,2,"12,1,f,e,f,e,f,2",2751
43676,43678,1,2,5,"2,a,b,5",1380
43676,43678,2,2,5,"2,a,b,61,b,5",2314
43676,43678,3,2,5,"2,a,b,61,6,5",2341
43676,43678,4,2,5,"2,a,b,a,b,5",2380
43679,43677,1,2,5,"2,a,b,5",1380
43679,43677,2,2,5,"2,a,b,61,b,5",2314
43679,43677,3,2,5,"2,a,b,61,6,5",2341
43679,43677,4,2,5,"2,a,b,a,b,5",2380
1956,1960,1,12,61,"12,1,f,e,d,61",2584
1956,1960,2,12,61,"12,1,f,e,c,61",2786
1956,1960,3,12,61,"12,1,2,a,b,61",2804
1956,1960,4,12,61,"12,1,f,e,f,e,d,61",2844
1960,1963,1,61,62,"61,c,62",790
1960,1963,2,61,62,"61,6,62",925
1960,1963,3,61,62,"61,b,5,6,62",1766
1960,1963,4,61,62,"61,6,5,6,62",1793
1961,1957,1,12,61,"12,1,f,e,d,61",2584
1961,1957,2,12,61,"12,1,f,e,c,61",2786
1961,1957,3,12,61,"12,1,2,a,b,61",2804
1961,1957,4,12,61,"12,1,f,e,f,e,d,61",2844
1958,1962,1,12,61,"12,1,f,e,d,61",2584
1958,1962,2,12,61,"12,1,f,e,c,61",2786
1958,1962,3,12,61,"12,1,2,a,b,61",2804
1958,1962,4,12,61,"12,1,f,e,f,e,d,61",2844
43690,43689,1,5,62,"5,6,62",779
43690,43689,2,5,62,"5,b,61,c,62",1777
43690,43689,3,5,62,"5,6,61,c,62",1804
43690,43689,4,5,62,"5,b,61,6,62",1912
43696,43699,1,5,62,"5,6,62",779
43696,43699,2,5,62,"5,b,61,c,62",1777
43696,43699,3,5,62,"5,6,61,c,62",1804
43696,43699,4,5,62,"5,b,61,6,62",1912
43708,43709,1,61,62,"61,c,62",790
43708,43709,2,61,62,"61,6,62",925
43708,43709,3,61,62,"61,b,5,6,62",1766
43708,43709,4,61,62,"61,6,5,6,62",1793
43711,43712,1,2,5,"2,a,b,5",1380
43711,43712,2,2,5,"2,a,b,61,b,5",2314
43711,43712,3,2,5,"2,a,b,61,6,5",2341
43711,43712,4,2,5,"2,a,b,a,b,5",2380
43724,43725,1,2,61,"2,a,b,61",1327
43724,43725,2,2,61,"2,f,e,d,61",1463
43724,43725,3,2,61,"2,a,d,61",1536
43724,43725,4,2,61,"2,f,e,c,61",1665
43726,43727,1,5,61,"5,b,61",987
43726,43727,2,5,61,"5,6,61",1014
43726,43727,3,5,61,"5,6,62,c,61",1569
43726,43727,4,5,61,"5,6,62,6,61",1704
43730,43729,1,61,62,"61,c,62",790
43730,43729,2,61,62,"61,6,62",925
43730,43729,3,61,62,"61,b,5,6,62",1766
43730,43729,4,61,62,"61,6,5,6,62",1793
43740,43741,1,61,62,"61,c,62",790
43740,43741,2,61,62,"61,6,62",925
43740,43741,3,61,62,"61,b,5,6,62",1766
43740,43741,4,61,62,"61,6,5,6,62",1793
43742,43739,1,5,62,"5,6,62",779
43742,43739,2,5,62,"5,b,61,c,62",1777
43742,43739,3,5,62,"5,6,61,c,62",1804
43742,43739,4,5,62,"5,b,61,6,62",1912
43750,43745,1,5,62,"5,6,62",779
43750,43745,2,5,62,"5,b,61,c,62",1777
43750,43745,3,5,62,"5,6,61,c,62",1804
43750,43745,4,5,62,"5,b,61,6,62",1912
43753,43761,1,1,61,"1,f,e,d,61",1833
43753,43761,2,1,61,"1,f,e,c,61",2035
43753,43761,3,1,61,"1,2,a,b,61",2053
43753,43761,4,1,61,"1,f,e,f,e,d,61",2093
43764,43763,1,5,62,"5,6,62",779
43764,43763,2,5,62,"5,b,61,c,62",1777
43764,43763,3,5,62,"5,6,61,c,62",1804
43764,43763,4,5,62,"5,b,61,6,62",1912
43767,43765,1,5,62,"5,6,62",779
43767,43765,2,5,62,"5,b,61,c,62",1777
43767,43765,3,5,62,"5,6,61,c,62",1804
43767,43765,4,5,62,"5,b,61,6,62",1912
43779,43776,1,61,62,"61,c,62",790
43779,43776,2,61,62,"61,6,62",925
43779,43776,3,61,62,"61,b,5,6,62",1766
43779,43776,4,61,62,"61,6,5,6,62",1793
43783,43788,1,2,61,"2,a,b,61",1327
43783,43788,2,2,61,"2,f,e,d,61",1463
43783,43788,3,2,61,"2,a,d,61",1536
43783,43788,4,2,61,"2,f,e,c,61",1665
43788,43784,1,2,61,"2,a,b,61",1327
43788,43784,2,2,61,"2,f,e,d,61",1463
43788,43784,3,2,61,"2,a,d,61",1536
43788,43784,4,2,61,"2,f,e,c,61",1665
43789,43792,1,61,62,"61,c,62",790
43789,43792,2,61,62,"61,6,62",925
43789,43792,3,61,62,"61,b,5,6,62",1766
43789,43792,4,61,62,"61,6,5,6,62",1793
43791,43786,1,2,61,"2,a,b,61",1327
43791,43786,2,2,61,"2,f,e,d,61",1463
43791,43786,3,2,61,"2,a,d,61",1536
43791,43786,4,2,61,"2,f,e,c,61",1665
43797,43804,1,2,61,"2,a,b,61",1327
43797,43804,2,2,61,"2,f,e,d,61",1463
43797,43804,3,2,61,"2,a,d,61",1536
43797,43804,4,2,61,"2,f,e,c,61",1665
43804,43798,1,2,61,"2,a,b,61",1327
43804,43798,2,2,61,"2,f,e,d,61",1463
43804,43798,3,2,61,"2,a,d,61",1536
43804,43798,4,2,61,"2,f,e,c,61",1665
43799,43802,1,2,5,"2,a,b,5",1380
43799,43802,2,2,5,"2,a,b,61,b,5",2314
43799,43802,3,2,5,"2,a,b,61,6,5",2341
43799,43802,4,2,5,"2,a,b,a,b,5",2380
43803,43800,1,2,5,"2,a,b,5",1380
43803,43800,2,2,5,"2,a,b,61,b,5",2314
43803,43800,3,2,5,"2,a,b,61,6,5",2341
43803,43800,4,2,5,"2,a,b,a,b,5",2380
43807,43806,1,61,62,"61,c,62",790
43807,43806,2,61,62,"61,6,62",925
43807,43806,3,61,62,"61,b,5,6,62",1766
43807,43806,4,61,62,"61,6,5,6,62",1793
43815,43812,1,5,62,"5,6,62",779
43815,43812,2,5,62,"5,b,61,c,62",1777
43815,43812,3,5,62,"5,6,61,c,62",1804
43815,43812,4,5,62,"5,b,61,6,62",1912
43816,43818,1,1,61,"1,f,e,d,61",1833
43816,43818,2,1,61,"1,f,e,c,61",2035
43816,43818,3,1,61,"1,2,a,b,61",2053
43816,43818,4,1,61,"1,f,e,f,e,d,61",2093
43818,43817,1,5,61,"5,b,61",987
43818,43817,2,5,61,"5,6,61",1014
43818,43817,3,5,61,"5,6,62,c,61",1569
43818,43817,4,5,61,"5,6,62,6,61",1704
43833,43829,1,5,62,"5,6,62",779
43833,43829,2,5,62,"5,b,61,c,62",1777
43833,43829,3,5,62,"5,6,61,c,62",1804
43833,43829,4,5,62,"5,b,61,6,62",1912
43829,43827,1,2,5,"2,a,b,5",1380
43829,43827,2,2,5,"2,a,b,61,b,5",2314
43829,43827,3,2,5,"2,a,b,61,6,5",2341
43829,43827,4,2,5,"2,a,b,a,b,5",2380
43828,43834,1,2,62,"2,f,e,c,62",2055
43828,43834,2,2,62,"2,a,b,61,c,62",2117
43828,43834,3,2,62,"2,a,b,5,6,62",2159
43828,43834,4,2,62,"2,a,b,61,6,62",2252
43834,43830,1,5,62,"5,6,62",779
43834,43830,2,5,62,"5,b,61,c,62",1777
43834,43830,3,5,62,"5,6,61,c,62",1804
43834,43830,4,5,62,"5,b,61,6,62",1912
43845,43843,1,61,62,"61,c,62",790
43845,43843,2,61,62,"61,6,62",925
43845,43843,3,61,62,"61,b,5,6,62",1766
43845,43843,4,61,62,"61,6,5,6,62",1793
43844,43846,1,61,62,"61,c,62",790
43844,43846,2,61,62,"61,6,62",925
43844,43846,3,61,62,"61,b,5,6,62",1766
43844,43846,4,61,62,"61,6,5,6,62",1793
43861,43859,1,2,62,"2,f,e,c,62",2055
43861,43859,2,2,62,"2,a,b,61,c,62",2117
43861,43859,3,2,62,"2,a,b,5,6,62",2159
43861,43859,4,2,62,"2,a,b,61,6,62",2252
43862,43864,1,61,62,"61,c,62",790
43862,43864,2,61,62,"61,6,62",925
43862,43864,3,61,62,"61,b,5,6,62",1766
43862,43864,4,61,62,"61,6,5,6,62",1793
43868,43865,1,5,62,"5,6,62",779
43868,43865,2,5,62,"5,b,61,c,62",1777
43868,43865,3,5,62,"5,6,61,c,62",1804
43868,43865,4,5,62,"5,b,61,6,62",1912
43870,43871,1,2,5,"2,a,b,5",1380
43870,43871,2,2,5,"2,a,b,61,b,5",2314
43870,43871,3,2,5,"2,a,b,61,6,5",2341
43870,43871,4,2,5,"2,a,b,a,b,5",2380
43873,43872,1,5,62,"5,6,62",779
43873,43872,2,5,62,"5,b,61,c,62",1777
43873,43872,3,5,62,"5,6,61,c,62",1804
43873,43872,4,5,62,"5,b,61,6,62",1912
43881,43882,1,61,62,"61,c,62",790
43881,43882,2,61,62,"61,6,62",925
43881,43882,3,61,62,"61,b,5,6,62",1766
43881,43882,4,61,62,"61,6,5,6,62",1793
43889,43891,1,2,62,"2,f,e,c,62",2055
43889,43891,2,2,62,"2,a,b,61,c,62",2117
43889,43891,3,2,62,"2,a,b,5,6,62",2159
43889,43891,4,2,62,"2,a,b,61,6,62",2252
43897,43895,1,61,62,"61,c,62",790
43897,43895,2,61,62,"61,6,62",925
43897,43895,3,61,62,"61,b,5,6,62",1766
43897,43895,4,61,62,"61,6,5,6,62",1793
43895,43892,1,1,61,"1,f,e,d,61",1833
43895,43892,2,1,61,"1,f,e,c,61",2035
43895,43892,3,1,61,"1,2,a,b,61",2053
43895,43892,4,1,61,"1,f,e,f,e,d,61",2093
43901,43899,1,5,62,"5,6,62",779
43901,43899,2,5,62,"5,b,61,c,62",1777
43901,43899,3,5,62,"5,6,61,c,62",1804
43901,43899,4,5,62,"5,b,61,6,62",1912
43921,43919,1,5,61,"5,b,61",987
43921,43919,2,5,61,"5,6,61",1014
43921,43919,3,5,61,"5,6,62,c,61",1569
43921,43919,4,5,61,"5,6,62,6,61",1704
43920,43922,1,5,61,"5,b,61",987
43920,43922,2,5,61,"5,6,61",1014
43920,43922,3,5,61,"5,6,62,c,61",1569
43920,43922,4,5,61,"5,6,62,6,61",1704
43923,43927,1,61,62,"61,c,62",790
43923,43927,2,61,62,"61,6,62",925
43923,43927,3,61,62,"61,b,5,6,62",1766
43923,43927,4,61,62,"61,6,5,6,62",1793
43928,43924,1,61,62,"61,c,62",790
43928,43924,2,61,62,"61,6,62",925
43928,43924,3,61,62,"61,b,5,6,62",1766
43928,43924,4,61,62,"61,6,5,6,62",1793
43926,43929,1,61,62,"61,c,62",790
43926,43929,2,61,62,"61,6,62",925
43926,43929,3,61,62,"61,b,5,6,62",1766
43926,43929,4,61,62,"61,6,5,6,62",1793
43931,43930,1,5,61,"5,b,61",987
43931,43930,2,5,61,"5,6,61",1014
43931,43930,3,5,61,"5,6,62,c,61",1569
43931,43930,4,5,61,"5,6,62,6,61",1704
43939,43935,1,61,62,"61,c,62",790
43939,43935,2,61,62,"61,6,62",925
43939,43935,3,61,62,"61,b,5,6,62",1766
43939,43935,4,61,62,"61,6,5,6,62",1793
43936,43940,1,61,62,"61,c,62",790
43936,43940,2,61,62,"61,6,62",925
43936,43940,3,61,62,"61,b,5,6,62",1766
43936,43940,4,61,62,"61,6,5,6,62",1793
43941,43937,1,61,62,"61,c,62",790
43941,43937,2,61,62,"61,6,62",925
43941,43937,3,61,62,"61,b,5,6,62",1766
43941,43937,4,61,62,"61,6,5,6,62",1793
43938,43942,1,61,62,"61,c,62",790
43938,43942,2,61,62,"61,6,62",925
43938,43942,3,61,62,"61,b,5,6,62",1766
43938,43942,4,61,62,"61,6,5,6,62",1793
43943,43934,1,5,62,"5,6,62",779
43943,43934,2,5,62,"5,b,61,c,62",1777
43943,43934,3,5,62,"5,6,61,c,62",1804
43943,43934,4,5,62,"5,b,61,6,62",1912
43949,43948,1,61,62,"61,c,62",790
43949,43948,2,61,62,"61,6,62",925
43949,43948,3,61,62,"61,b,5,6,62",1766
43949,43948,4,61,62,"61,6,5,6,62",1793
43952,43953,1,2,61,"2,a,b,61",1327
43952,43953,2,2,61,"2,f,e,d,61",1463
43952,43953,3,2,61,"2,a,d,61",1536
43952,43953,4,2,61,"2,f,e,c,61",1665
43953,43954,1,61,62,"61,c,62",790
43953,43954,2,61,62,"61,6,62",925
43953,43954,3,61,62,"61,b,5,6,62",1766
43953,43954,4,61,62,"61,6,5,6,62",1793
43973,43976,1,2,61,"2,a,b,61",1327
43973,43976,2,2,61,"2,f,e,d,61",1463
43973,43976,3,2,61,"2,a,d,61",1536
43973,43976,4,2,61,"2,f,e,c,61",1665
43976,43977,1,61,62,"61,c,62",790
43976,43977,2,61,62,"61,6,62",925
43976,43977,3,61,62,"61,b,5,6,62",1766
43976,43977,4,61,62,"61,6,5,6,62",1793
43986,43987,1,5,61,"5,b,61",987
43986,43987,2,5,61,"5,6,61",1014
43986,43987,3,5,61,"5,6,62,c,61",1569
43986,43987,4,5,61,"5,6,62,6,61",1704
44006,44007,1,2,5,"2,a,b,5",1380
44006,44007,2,2,5,"2,a,b,61,b,5",2314
44006,44007,3,2,5,"2,a,b,61,6,5",2341
44006,44007,4,2,5,"2,a,b,a,b,5",2380
44008,44002,1,1,5,"1,2,a,b,5",2106
44008,44002,2,1,5,"1,f,e,d,61,b,5",2820
44008,44002,3,1,5,"1,2,a,2,a,b,5",2826
44008,44002,4,1,5,"1,f,e,d,a,b,5",2829
44009,44012,1,2,5,"2,a,b,5",1380
44009,44012,2,2,5,"2,a,b,61,b,5",2314
44009,44012,3,2,5,"2,a,b,61,6,5",2341
44009,44012,4,2,5,"2,a,b,a,b,5",2380
44012,44010,1,2,5,"2,a,b,5",1380
44012,44010,2,2,5,"2,a,b,61,b,5",2314
44012,44010,3,2,5,"2,a,b,61,6,5",2341
44012,44010,4,2,5,"2,a,b,a,b,5",2380
44018,44013,1,5,61,"5,b,61",987
44018,44013,2,5,61,"5,6,61",1014
44018,44013,3,5,61,"5,6,62,c,61",1569
44018,44013,4,5,61,"5,6,62,6,61",1704
44020,44021,1,2,61,"2,a,b,61",1327
44020,44021,2,2,61,"2,f,e,d,61",1463
44020,44021,3,2,61,"2,a,d,61",1536
44020,44021,4,2,61,"2,f,e,c,61",1665
44028,44026,1,1,62,"1,f,e,c,62",2425
44028,44026,2,1,62,"1,f,e,d,61,c,62",2623
44028,44026,3,1,62,"1,f,e,f,e,c,62",2685
44028,44026,4,1,62,"1,f,e,d,61,6,62",2758
44037,44036,1,61,62,"61,c,62",790
44037,44036,2,61,62,"61,6,62",925
44037,44036,3,61,62,"61,b,5,6,62",1766
44037,44036,4,61,62,"61,6,5,6,62",1793
44038,44040,1,2,61,"2,a,b,61",1327
44038,44040,2,2,61,"2,f,e,d,61",1463
44038,44040,3,2,61,"2,a,d,61",1536
44038,44040,4,2,61,"2,f,e,c,61",1665
44040,44039,1,5,61,"5,b,61",987
44040,44039,2,5,61,"5,6,61",1014
44040,44039,3,5,61,"5,6,62,c,61",1569
44040,44039,4,5,61,"5,6,62,6,61",1704
44056,44054,1,2,62,"2,f,e,c,62",2055
44056,44054,2,2,62,"2,a,b,61,c,62",2117
44056,44054,3,2,62,"2,a,b,5,6,62",2159
44056,44054,4,2,62,"2,a,b,61,6,62",2252
44058,44059,1,1,61,"1,f,e,d,61",1833
44058,44059,2,1,61,"1,f,e,c,61",2035
44058,44059,3,1,61,"1,2,a,b,61",2053
44058,44059,4,1,61,"1,f,e,f,e,d,61",2093
44062,44069,1,1,61,"1,f,e,d,61",1833
44062,44069,2,1,61,"1,f,e,c,61",2035
44062,44069,3,1,61,"1,2,a,b,61",2053
44062,44069,4,1,61,"1,f,e,f,e,d,61",2093
44070,44063,1,1,61,"1,f,e,d,61",1833
44070,44063,2,1,61,"1,f,e,c,61",2035
44070,44063,3,1,61,"1,2,a,b,61",2053
44070,44063,4,1,61,"1,f,e,f,e,d,61",2093
44091,44089,1,5,62,"5,6,62",779
44091,44089,2,5,62,"5,b,61,c,62",1777
44091,44089,3,5,62,"5,6,61,c,62",1804
44091,44089,4,5,62,"5,b,61,6,62",1912
44095,44099,1,2,5,"2,a,b,5",1380
44095,44099,2,2,5,"2,a,b,61,b,5",2314
44095,44099,3,2,5,"2,a,b,61,6,5",2341
44095,44099,4,2,5,"2,a,b,a,b,5",2380
44101,44102,1,5,61,"5,b,61",987
44101,44102,2,5,61,"5,6,61",1014
44101,44102,3,5,61,"5,6,62,c,61",1569
44101,44102,4,5,61,"5,6,62,6,61",1704
44106,44104,1,61,62,"61,c,62",790
44106,44104,2,61,62,"61,6,62",925
44106,44104,3,61,62,"61,b,5,6,62",1766
44106,44104,4,61,62,"61,6,5,6,62",1793
44104,44103,1,1,61,"1,f,e,d,61",1833
44104,44103,2,1,61,"1,f,e,c,61",2035
44104,44103,3,1,61,"1,2,a,b,61",2053
44104,44103,4,1,61,"1,f,e,f,e,d,61",2093
44127,44125,1,2,61,"2,a,b,61",1327
44127,44125,2,2,61,"2,f,e,d,61",1463
44127,44125,3,2,61,"2,a,d,61",1536
44127,44125,4,2,61,"2,f,e,c,61",1665
44130,44131,1,2,5,"2,a,b,5",1380
44130,44131,2,2,5,"2,a,b,61,b,5",2314
44130,44131,3,2,5,"2,a,b,61,6,5",2341
44130,44131,4,2,5,"2,a,b,a,b,5",2380
44132,44133,1,5,61,"5,b,61",987
44132,44133,2,5,61,"5,6,61",1014
44132,44133,3,5,61,"5,6,62,c,61",1569
44132,44133,4,5,61,"5,6,62,6,61",1704
44150,44149,1,12,2,"12,1,2",1477
44150,44149,2,12,2,"12,1,f,2",2231
44150,44149,3,12,2,"12,1,f,e,f,2",2491
44150,44149,4,12,2,"12,1,f,e,f,e,f,2",2751
44151,44152,1,2,5,"2,a,b,5",1380
44151,44152,2,2,5,"2,a,b,61,b,5",2314
44151,44152,3,2,5,"2,a,b,61,6,5",2341
44151,44152,4,2,5,"2,a,b,a,b,5",2380
44170,44175,1,2,5,"2,a,b,5",1380
44170,44175,2,2,5,"2,a,b,61,b,5",2314
44170,44175,3,2,5,"2,a,b,61,6,5",2341
44170,44175,4,2,5,"2,a,b,a,b,5",2380
44176,44171,1,2,5,"2,a,b,5",1380
44176,44171,2,2,5,"2,a,b,61,b,5",2314
44176,44171,3,2,5,"2,a,b,61,6,5",2341
44176,44171,4,2,5,"2,a,b,a,b,5",2380
44179,44180,1,2,5,"2,a,b,5",1380
44179,44180,2,2,5,"2,a,b,61,b,5",2314
44179,44180,3,2,5,"2,a,b,61,6,5",2341
44179,44180,4,2,5,"2,a,b,a,b,5",2380
44195,44193,1,2,5,"2,a,b,5",1380
44195,44193,2,2,5,"2,a,b,61,b,5",2314
44195,44193,3,2,5,"2,a,b,61,6,5",2341
44195,44193,4,2,5,"2,a,b,a,b,5",2380
44211,44209,1,5,61,"5,b,61",987
44211,44209,2,5,61,"5,6,61",1014
44211,44209,3,5,61,"5,6,62,c,61",1569
44211,44209,4,5,61,"5,6,62,6,61",1704
44218,44216,1,2,5,"2,a,b,5",1380
44218,44216,2,2,5,"2,a,b,61,b,5",2314
44218,44216,3,2,5,"2,a,b,61,6,5",2341
44218,44216,4,2,5,"2,a,b,a,b,5",2380
44227,44225,1,2,5,"2,a,b,5",1380
44227,44225,2,2,5,"2,a,b,61,b,5",2314
44227,44225,3,2,5,"2,a,b,61,6,5",2341
44227,44225,4,2,5,"2,a,b,a,b,5",2380
44236,44235,1,61,62,"61,c,62",790
44236,44235,2,61,62,"61,6,62",925
44236,44235,3,61,62,"61,b,5,6,62",1766
44236,44235,4,61,62,"61,6,5,6,62",1793
44242,44239,1,2,5,"2,a,b,5",1380
44242,44239,2,2,5,"2,a,b,61,b,5",2314
44242,44239,3,2,5,"2,a,b,61,6,5",2341
44242,44239,4,2,5,"2,a,b,a,b,5",2380
44241,44243,1,2,5,"2,a,b,5",1380
44241,44243,2,2,5,"2,a,b,61,b,5",2314
44241,44243,3,2,5,"2,a,b,61,6,5",2341
44241,44243,4,2,5,"2,a,b,a,b,5",2380
44260,44261,1,1,5,"1,2,a,b,5",2106
44260,44261,2,1,5,"1,f,e,d,61,b,5",2820
44260,44261,3,1,5,"1,2,a,2,a,b,5",2826
44260,44261,4,1,5,"1,f,e,d,a,b,5",2829
44262,44264,1,5,61,"5,b,61",987
44262,44264,2,5,61,"5,6,61",1014
44262,44264,3,5,61,"5,6,62,c,61",1569
44262,44264,4,5,61,"5,6,62,6,61",1704
44279,44278,1,2,5,"2,a,b,5",1380
44279,44278,2,2,5,"2,a,b,61,b,5",2314
44279,44278,3,2,5,"2,a,b,61,6,5",2341
44279,44278,4,2,5,"2,a,b,a,b,5",2380
44283,44285,1,2,62,"2,f,e,c,62",2055
